"Food Name" "Category Name" "Calcium" "Calories" "Carbs" "Cholesterol" "Copper" "Fats" "Fiber" "Folate" "Iron" "Magnesium" "Monounsaturated Fat" "Net carbs" "Omega-3 - DHA" "Omega-3 - DPA" "Omega-3 - EPA" "Phosphorus" "Polyunsaturated fat" "Potassium" "Protein" "Saturated Fat" "Selenium" "Sodium" "Trans Fat" "Vitamin A (IU)" "Vitamin A RAE" "Vitamin B1" "Vitamin B12" "Vitamin B2" "Vitamin B3" "Vitamin B5" "Vitamin B6" "Vitamin C" "Zinc" "Choline" "Fructose" "Histidine" "Isoleucine" "Leucine" "Lysine" "Manganese" "Methionine" "Phenylalanine" "Starch" "Sugar" "Threonine" "Tryptophan" "Valine" "Vitamin D" "Vitamin E" "Vitamin K" "Omega-3 - ALA" "Omega-6 - Eicosadienoic acid" "Omega-6 - Gamma-linoleic acid" "Omega-3 - Eicosatrienoic acid" "Omega-6 - Dihomo-gamma-linoleic acid" "Omega-6 - Linoleic acid" "Omega-6 - Arachidonic acid"
"Butterfish" "Seafood" 0.028 187 0 0.083 7e-05 10 0 1.7e-05 0.00064 0.032 NA 0 NA NA NA 0.308 NA 0.481 22 NA 4.7e-05 0.114 NA 109 3.3e-05 0.00015 1.8e-06 0.00019 0.0058 0.00087 0.00035 0 0.00099 NA NA 0.00065 0.001 0.0018 0.002 2e-05 0.00066 0.00087 NA NA 0.00096999999999999 0.00025 0.0011 NA NA NA NA NA NA NA NA NA NA
"Mahimahi" "Seafood" 0.019 109 0 0.094 5e-05 0.9 0 6e-06 0.0015 0.038 0.16 0 0.11 0.01 0.03 0.183 0.21 0.533 24 0.24 4.7e-05 0.113 NA 208 6.2e-05 2e-05 6.9e-07 9e-05 0.0074 0.00087 0.00046 0 0.00058999999999999 NA NA 7e-04 0.0011 0.0019 0.0022 2e-05 7e-04 0.00093 NA NA 0.001 0.00027 0.0012 NA NA NA NA NA NA NA NA NA NA
"Drum fish" "Seafood" 0.077 153 0 0.082 3e-04 6.3 0 1.7e-05 0.0012 0.038 2.8 0 0.37 0.19 0.3 0.231 1.5 0.353 22 1.4 1.6e-05 0.096 NA 196 5.9e-05 8e-05 2.3e-06 0.00020999999999999 0.0029 0.00087 0.00035 0.001 0.00085 NA NA 0.00066 0.001 0.0018 0.0021 9e-04 0.00067 0.00088 NA NA 0.00099 0.00025 0.0012 NA NA NA NA NA NA NA NA NA NA
"Halibut" "Seafood" 0.004 239 0 0.059 4e-05 18 0 1e-06 0.00085 0.033 11 0 0.5 0.11 0.67 0.21 1.8 0.344 18 3.1 4.7e-05 0.103 NA 60 1.8e-05 7e-05 9.6e-07 1e-04 0.0019 0.00029 0.00049 0 0.00051 NA NA 0.00054 0.00085 0.0015 0.0017 2e-05 0.00055 0.00071999999999999 NA NA 0.00081 0.00020999999999999 0.00095 NA NA NA NA NA NA NA NA NA NA
"Ling fish" "Seafood" 0.044 111 0 0.051 0.00014 0.82 0 8e-06 0.00083 0.081 NA 0 NA NA NA 0.254 NA 0.486 24 NA 4.7e-05 0.173 NA 115 3.5e-05 0.00013 6.5e-07 0.00023 0.0028 0.00037 0.00035 0 0.001 NA NA 0.00071999999999999 0.0011 0.002 0.0022 4e-05 0.00071999999999999 0.00095 NA NA 0.0011 0.00027 0.0013 NA NA NA NA NA NA NA NA NA NA
"Lingcod" "Seafood" 0.018 109 0 0.067 4e-05 1.4 0 1e-05 0.00041 0.033 0.45 0 0.13 0.02 0.13 0.258 0.38 0.56 23 0.26 4.7e-05 0.076 NA 58 1.7e-05 4e-05 4.2e-06 0.00014 0.0023 0.00087 0.00035 0 0.00058 NA NA 0.00067 0.001 0.0018 0.0021 3e-05 0.00067 0.00088 NA NA 0.00099 0.00025 0.0012 NA NA NA NA NA NA NA NA NA NA
"Milkfish" "Seafood" 0.065 190 0 0.067 4e-05 8.6 0 1.8e-05 0.00041 0.038 NA 0 NA NA NA 0.208 NA 0.374 26 NA 1.6e-05 0.092 NA 109 3.3e-05 2e-05 3.3e-06 7e-05 0.0083 0.00087 0.00049 0 0.0011 NA NA 0.00078 0.0012 0.0021 0.0024 3e-05 0.00078 0.001 NA NA 0.0012 3e-04 0.0014 NA NA NA NA NA NA NA NA NA NA
"Monkfish" "Seafood" 0.01 97 0 0.032 4e-05 2 0 8e-06 0.00041 0.027 NA 0 NA NA NA 0.256 NA 0.513 19 NA 4.7e-05 0.023 NA 46 1.4e-05 3e-05 1e-06 7e-05 0.0026 0.00017 0.00028 0.001 0.00053 NA NA 0.00055 0.00086 0.0015 0.0017 3e-05 0.00055 0.00073 NA NA 0.00081 0.00020999999999999 0.00095999999999999 NA NA NA NA NA NA NA NA NA NA
"Pacific saury" "Seafood" 0.141 119 0 0.11 0.00023 1.6 0 1.7e-05 0.0017 0.038 0.38 0 0.29 0.05 0.11 0.269 0.57 0.499 25 0.32 1.6e-05 0.065 NA 81 2.4e-05 0.00031 2.3e-06 2e-04 0.0028 0.00087 0.00014 0 0.00079 NA NA 0.00071999999999999 0.0011 0.002 0.0023 0.001 0.00073 0.00095999999999999 NA NA 0.0011 0.00028 0.0013 NA NA NA NA NA NA NA NA NA NA
"Roe" "Seafood" 0.028 204 1.9 0.479 0.00013 8.2 0 9.2e-05 0.00077 0.026 2.1 1.9 1.7 0.11 1.3 0.515 3.4 0.283 29 1.9 5.2e-05 0.117 NA 303 9.1e-05 0.00028 1.2e-05 0.00095 0.0022 0.0012 0.00019 0.016 0.0013 NA NA 0.00078 0.0015 0.0025 0.0022 1e-05 0.00070999999999999 0.0014 NA NA 0.0013 0.00038 0.0017 NA NA NA NA NA NA NA NA NA NA
"Sablefish" "Seafood" 0.045 250 0 0.063 3e-05 20 0 1.7e-05 0.0016 0.071 10 0 0.92 0.22 0.87 0.215 2.6 0.459 17 4.1 4.7e-05 0.072 NA 338 0.000102 0.00011999999999999 1.4e-06 0.00011999999999999 0.00509999999999999 0.00087 0.00035 0 0.00041 NA NA 0.00051 0.00079 0.0014 0.0016 2e-05 0.00051 0.00067 NA NA 0.00075 0.00019 0.00089 NA NA NA NA NA NA NA NA NA NA
"Chinook salmon" "Seafood" 0.028 231 0 0.085 5e-05 13 0 3.5e-05 0.00091 0.122 5.7 0 0.73 0.3 1 0.371 2.7 0.505 26 3.2 4.7e-05 0.06 NA 496 0.000149 4e-05 2.9e-06 0.00015 0.01 0.00087 0.00046 0.00409999999999999 0.00056 NA NA 0.00076 0.0012 0.0021 0.0024 2e-05 0.00076 0.001 NA NA 0.0011 0.00029 0.0013 NA NA NA NA NA NA NA NA NA NA
"Scup" "Seafood" 0.051 135 0 0.067 7e-05 3.5 0 1.7e-05 0.00068 0.029 NA 0 NA NA NA 0.237 NA 0.368 24 NA 4.7e-05 0.054 NA 104 3.1e-05 0.00013 1.6e-06 0.00011999999999999 0.005 0.00087 0.00035 0 0.00062 NA NA 0.00070999999999999 0.0011 0.002 0.0022 5e-05 0.00071999999999999 0.00095 NA NA 0.0011 0.00027 0.0012 NA NA NA NA NA NA NA NA NA NA
"Seatrout" "Seafood" 0.022 133 0 0.106 4e-05 4.6 0 6e-06 0.00035 0.04 1.1 0 0.27 0.1 0.21 0.321 0.93 0.437 21 1.3 4.7e-05 0.074 NA 115 3.5e-05 7e-05 3.5e-06 0.00020999999999999 0.0029 0.00087 0.00046 0 0.00058 NA NA 0.00063 0.00099 0.0017 0.002 2e-05 0.00064 0.00083999999999999 NA NA 0.00094 0.00023999999999999 0.0011 NA NA NA NA NA NA NA NA NA NA
"Shad" "Seafood" 0.06 252 0 0.096 8e-05 18 0 1.7e-05 0.0012 0.038 NA 0 NA NA NA 0.349 NA 0.492 22 NA 4.7e-05 0.065 NA 120 3.6e-05 0.00017999999999999 1.4e-07 0.00031 0.011 0.00087 0.00046 0 0.00047 NA NA 0.00064 0.001 0.0018 0.002 5e-05 0.00064 0.00085 NA NA 0.00095 0.00023999999999999 0.0011 NA NA NA NA NA NA NA NA NA NA
"Sucker fish" "Seafood" 0.09 119 0 0.053 0.00025 3 0 1.7e-05 0.0017 0.038 0.91 0 0.37 0.09 0.24 0.269 1 0.487 21 0.58 1.6e-05 0.051 NA 196 5.9e-05 1e-05 2.3e-06 9e-05 0.0015 0.00087 0.00023 0 0.00095999999999999 NA NA 0.00063 0.00099 0.0017 0.002 0.00077 0.00064 0.00083999999999999 NA NA 0.00094 0.00023999999999999 0.0011 NA NA NA NA NA NA NA NA NA NA
"Sunfish" "Seafood" 0.103 114 0 0.086 0.00039 0.9 0 1.7e-05 0.0015 0.038 0.15 0 0.09 0.04 0.05 0.231 0.32 0.449 25 0.18 1.6e-05 0.103 NA 58 1.7e-05 9e-05 2.3e-06 9e-05 0.0015 0.00087 0.00014 0.001 0.002 NA NA 0.00073 0.0011 0.002 0.0023 9e-04 0.00074 0.00096999999999999 NA NA 0.0011 0.00028 0.0013 NA NA NA NA NA NA NA NA NA NA
"Skipjack tuna" "Seafood" 0.037 132 0 0.06 0.00011 1.3 0 1e-05 0.0016 0.044 0.24 0 0.24 0.02 0.09 0.285 0.4 0.522 28 0.42 4.7e-05 0.047 NA 60 1.8e-05 4e-05 2.2e-06 0.00011999999999999 0.019 0.00049 0.00098 0.001 0.0011 NA NA 0.00083 0.0013 0.0023 0.0026 2e-05 0.00083999999999999 0.0011 NA NA 0.0012 0.00032 0.0015 NA NA NA NA NA NA NA NA NA NA
"Tuna" "Seafood" 0.004 130 0 0.047 4e-05 0.59 0 2e-06 0.00092 0.042 0.14 0 0.11 0.01 0.02 0.333 0.18 0.527 29 0.21 0.000108 0.054 0.02 65 2.2e-05 0.00013 2.4e-06 0.00014 0.022 0.00033 0.001 0 0.00045 0.078 NA 0.00082 0.0013 0.0023 0.0026 1e-05 0.00083 0.0011 NA 0 0.0012 0.00031 0.0014 2e-06 0.00029 1e-07 NA 0 NA NA NA NA NA
"Turbot" "Seafood" 0.023 122 0 0.062 5e-05 3.8 0 9e-06 0.00046 0.065 NA 0 NA NA NA 0.165 NA 0.305 21 NA 4.7e-05 0.192 NA 40 1.2e-05 8e-05 2.5e-06 1e-04 0.0027 0.00066 0.00023999999999999 0.0017 0.00028 NA NA 0.00061 0.00095 0.0017 0.0019 2e-05 0.00061 8e-04 NA NA 9e-04 0.00023 0.0011 NA NA NA NA NA NA NA NA NA NA
"Whitefish" "Seafood" 0.033 172 0 0.077 9e-05 7.5 0 1.7e-05 0.00047 0.042 2.6 0 1.2 0.21 0.41 0.346 2.8 0.406 24 1.2 1.6e-05 0.065 NA 131 3.9e-05 0.00017 9.6e-07 0.00015 0.0038 0.00087 0.00035 0 0.0013 NA NA 0.00071999999999999 0.0011 0.002 0.0022 9e-05 0.00071999999999999 0.00095999999999999 NA NA 0.0011 0.00027 0.0013 NA NA NA NA NA NA NA NA NA NA
"Wolffish" "Seafood" 0.008 123 0 0.059 4e-05 3.1 0 6e-06 0.00011999999999999 0.038 1.1 0 0.41 0.06 0.39 0.256 1.1 0.385 22 0.47 4.7e-05 0.109 NA 433 0.00013 0.00020999999999999 2.4e-06 1e-04 0.0026 0.00066 0.00046 0 0.001 NA NA 0.00066 0.001 0.0018 0.0021 2e-05 0.00066 0.00088 NA NA 0.00098 0.00025 0.0012 NA NA NA NA NA NA NA NA NA NA
"Yellowtail" "Seafood" 0.029 187 0 0.071 6e-05 6.7 0 4e-06 0.00063 0.038 NA 0 NA NA NA 0.201 NA 0.538 30 NA 4.7e-05 0.05 NA 104 3.1e-05 0.00017999999999999 1.3e-06 5e-05 0.0087 0.00068 0.00019 0.0029 0.00067 NA NA 0.00087 0.0014 0.0024 0.0027 2e-05 0.00088 0.0012 NA NA 0.0013 0.00033 0.0015 NA NA NA NA NA NA NA NA NA NA
"Squid" "Seafood" 0.18 158 1.6 0.224 0.001 1.4 0 2.4e-05 0.011 0.06 0.16 1.6 0.13 0.01 0.08 0.58 0.27 0.637 32 0.24 9e-05 0.744 NA 675 0.000203 2e-05 5.4e-06 0.0017 0.0022 9e-04 0.00027 0.0085 0.0035 NA NA 0.00062 0.0014 0.0023 0.0024 0.00020999999999999 0.00073 0.0012 NA NA 0.0014 0.00035999999999999 0.0014 NA NA NA NA NA NA NA NA NA NA
"Octopus" "Seafood" 0.106 164 4.4 0.096 0.00074 2.1 0 2.4e-05 0.0095 0.06 0.32 4.4 0.16 0.01 0.15 0.279 0.48 0.63 30 0.45 9e-05 0.46 NA 300 9e-05 6e-05 3.6e-05 8e-05 0.0038 9e-04 0.00065 0.008 0.0034 0.081 NA 0.00057 0.0013 0.0021 0.0022 5e-05 0.00067 0.0011 NA 0 0.0013 0.00033 0.0013 0 0.0012 1e-07 NA NA NA NA NA NA NA
"Orange roughy" "Seafood" 0.011 105 0 0.08 8e-05 0.9 0 5e-06 0.0011 0.018 0.44 0 0.03 0 0.01 0.102 0.18 0.181 23 0.03 8.8e-05 0.069 NA 80 2.4e-05 5e-05 4.7e-07 6e-05 0.0018 6e-05 7e-05 0 0.00032 NA NA 0.00047 0.0011 0.0018 0.0021 4e-05 0.00073 0.00087 NA 0 0.001 0.00023 0.0011 NA 0.0019 1.1e-06 0 0.07 NA NA NA NA NA
"Catfish" "Seafood" 0.009 144 0 0.066 4e-05 7.2 0 1.2e-05 0.00028 0.023 3.1 0 0.07 0.02 0.02 0.247 1.4 0.366 18 1.6 9.9e-06 0.119 0.06 2 1e-06 2e-05 2.8e-06 1e-04 0.0025 0.00081 0.00017999999999999 0 0.00058 0.079 0 4e-04 0.00082 0.0014 0.0017 2e-05 0.00054 0.00074 0 0 0.00083 0.00022 0.00089 3e-07 0.00096999999999999 2.5e-06 NA 0.05 NA NA NA NA NA
"Salmon" "Seafood" 0.015 206 0 0.063 5e-05 12 0 3.4e-05 0.00034 0.03 4.2 0 1.5 0.17 0.69 0.252 4.6 0.384 22 2.4 4.1e-05 0.061 NA 230 6.9e-05 0.00034 2.8e-06 0.00014 0.008 0.0015 0.00065 0.0037 0.00043 0.091 NA 0.00065 0.001 0.0018 0.002 2e-05 0.00065 0.00086 NA 0 0.00096999999999999 0.00025 0.0011 1.3e-05 0.0011 1e-07 NA NA NA NA NA NA NA
"Trout" "Seafood" 0.03 168 0 0.07 6e-05 7.4 0 1.2e-05 0.00035999999999999 0.03 2.4 0 0.62 0.11 0.26 0.27 1.8 0.45 24 1.7 2.8e-05 0.061 0.06 301 1e-04 0.00014 4.1e-06 0.00011 0.0066 0.002 0.00039 0.0029 0.00054 0.078 NA 0.00073 0.0011 0.002 0.0023 1e-05 0.00074 0.00096999999999999 NA 0 0.0011 0.00028 0.0013 1.9e-05 0.0028 1e-07 NA 0.05 NA NA NA NA NA
"Tilapia" "Seafood" 0.014 128 0 0.057 8e-05 2.7 0 6e-06 0.00069 0.034 0.96 0 0.13 0.06 0.01 0.204 0.6 0.38 26 0.94 5.4e-05 0.056 NA 0 0 9e-05 1.9e-06 7e-05 0.0047 0.00066 0.00011999999999999 0 0.00041 0.051 NA 0.00058999999999999 0.0012 0.002 0.0023 4e-05 0.00077 0.0011 NA 0 0.0012 0.00027 0.0013 3.7e-06 0.00079 9e-07 0.05 0.02 NA NA NA NA NA
"Cockles" "Seafood" 0.03 79 4.7 NA NA 0.7 NA NA 0.016 NA NA 4.7 NA NA NA NA NA NA 14 NA NA NA NA NA NA 1e-05 NA 2e-04 0.0032 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Devilfish" "Seafood" 0.012 97 0 NA NA 5.3 NA NA 4e-04 NA NA 0 NA NA NA 0.003 NA NA 12 NA NA NA NA 1020 NA 9e-05 NA 1e-04 0.0011 NA NA 0.003 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Pike" "Seafood" 0.028 156 4.3 NA NA 8 NA NA 0.0021 NA NA 4.3 NA NA NA 0.412 NA NA 17 NA NA NA NA 860 NA 1e-04 NA 7e-04 0.005 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Sea cucumber" "Seafood" 0.03 56 0 NA NA 0.4 NA NA 6e-04 NA NA 0 NA NA NA NA NA NA 13 NA NA NA NA 310 NA 5e-05 NA 0.00094 0.0032 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Steelhead trout" "Seafood" 0.03 159 0 0.059 6e-05 8.3 0 NA 0.00064 0.025 2.2 0 0.54 0.13 0.38 0.249 1.2 0.365 21 1.5 2.6e-05 0.118 NA 65 2e-05 NA 5.8e-06 NA NA NA NA 0 0.00057 NA 0 NA NA NA NA 1e-05 NA NA 0 0 NA NA NA 1.5e-05 0.0022 0 0.05 0.01 0 NA NA NA NA
"Scallop" "Seafood" 0.01 111 5.4 0.041 3e-05 0.84 0 2e-05 0.00058 0.037 0.08 5.4 0.1 0.01 0.07 0.426 0.22 0.314 21 0.22 2.2e-05 0.667 0.01 5 2e-06 1e-05 2.2e-06 2e-05 0.0011 0.00037 0.00011 0 0.0016 0.111 0 0.00031 0.00069 0.0012 0.0013 3e-05 0.00049 6e-04 3.7 0 0.00063 0.00017 0.00065 0 0 0 NA 0 NA NA NA NA NA
"Blue cheese" "Dairy" 0.528 353 2.3 0.075 4e-05 29 0 3.6e-05 0.00031 0.023 7.8 2.3 0 0 0 0.387 0.8 0.256 21 19 1.5e-05 1.146 NA 721 0.000198 3e-05 1.2e-06 0.00038 0.001 0.0017 0.00017 0 0.0027 0.015 NA 0.00076 0.0011 0.0019 0.0019 1e-05 0.00058 0.0011 NA 0.5 0.00079 0.00031 0.0016 5e-07 0.00025 2.4e-06 NA NA NA NA NA NA NA
"Brie" "Dairy" 0.184 334 0.45 0.1 2e-05 28 0 6.5e-05 5e-04 0.02 8 0.45 0 0 0 0.188 0.83 0.152 21 17 1.5e-05 0.629 NA 592 0.000174 7e-05 1.7e-06 0.00052 0.00038 0.00069 0.00023999999999999 0 0.0024 0.015 NA 0.00071999999999999 0.001 0.0019 0.0019 3e-05 0.00058999999999999 0.0012 NA 0.45 0.00075 0.00032 0.0013 5e-07 0.00023999999999999 2.3e-06 NA NA NA NA NA NA NA
"Camembert" "Dairy" 0.388 300 0.46 0.072 2e-05 24 0 6.2e-05 0.00033 0.02 7 0.46 0 0 0 0.347 0.72 0.187 20 15 1.5e-05 0.842 NA 820 0.000241 3e-05 1.3e-06 0.00049 0.00063 0.0014 0.00023 0 0.0024 0.015 NA 0.00068 0.00096999999999999 0.0018 0.0018 4e-05 0.00057 0.0011 NA 0.46 0.00071999999999999 0.00031 0.0013 4e-07 0.00020999999999999 2e-06 NA NA NA NA NA NA NA
"Cheese" "Dairy" 0.71 404 3.1 0.099 3e-05 33 0 2.7e-05 0.00014 0.027 9.2 3.1 0 0.02 0.01 0.455 1.4 0.076 23 19 2.9e-05 0.653 0.92 1242 0.00033 3e-05 1.1e-06 0.00043 6e-05 0.00041 7e-05 0 0.0036 0.017 0 0.00055 0.0012 0.0019 0.001 3e-05 0.00055 0.0011 NA 0.48 0.001 0.00055 0.0014 6e-07 0.00070999999999999 2.4e-06 NA 0.01 NA NA NA NA NA
"Cottage cheese" "Dairy" 0.083 98 3.4 0.017 3e-05 4.3 0 1.2e-05 7e-05 0.008 0.78 3.4 0 0 0 0.159 0.12 0.104 11 1.7 9.7e-06 0.364 NA 140 3.7e-05 3e-05 4.3e-07 0.00016 1e-04 0.00056 5e-05 0 4e-04 0.018 0 0.00033 0.00058999999999999 0.0011 0.00093 0 0.00027 0.00058 NA 2.7 5e-04 0.00015 0.00075 1e-07 8e-05 0 NA NA NA NA NA NA NA
"Cream cheese" "Dairy" 0.097 350 5.5 0.101 2e-05 34 0 9e-06 0.00011 0.009 8.9 5.5 0 0.02 0.01 0.107 1.5 0.132 6.2 20 8.6e-06 0.314 NA 1111 0.000308 2e-05 2.2e-07 0.00023 9e-05 0.00052 6e-05 0 5e-04 0.027 0 0.00017999999999999 0.00032 0.00066 0.00057 1e-05 0.00019 0.00029 0.35 3.8 0.00023 7e-05 4e-04 0 0.00086 2.1e-06 0.13 0.01 0 0 0.04 0.81 NA
"Edam" "Dairy" 0.731 357 1.4 0.089 4e-05 28 0 1.6e-05 0.00044 0.03 8.1 1.4 0 0 0 0.536 0.67 0.188 25 18 1.5e-05 0.812 NA 825 0.000243 4e-05 1.5e-06 0.00039 8e-05 0.00028 8e-05 0 0.0038 0.015 NA 0.001 0.0013 0.0026 0.0027 1e-05 0.00071999999999999 0.0014 NA 1.4 0.00093 0.00035 0.0018 5e-07 0.00023999999999999 2.3e-06 NA NA NA NA NA NA NA
"Feta" "Dairy" 0.493 264 4.1 0.089 3e-05 21 0 3.2e-05 0.00065 0.019 4.6 4.1 0 0 0 0.337 0.59 0.062 14 15 1.5e-05 0.917 NA 422 0.000125 0.00015 1.7e-06 0.00083999999999999 0.00099 0.00096999999999999 0.00041999999999999 0 0.0029 0.015 NA 4e-04 8e-04 0.0014 0.0012 3e-05 0.00037 0.00068 NA 4.1 0.00064 2e-04 0.0011 4e-07 0.00017999999999999 1.8e-06 NA NA NA NA NA NA NA
"Fontina" "Dairy" 0.55 389 1.6 0.116 3e-05 31 0 6e-06 0.00023 0.014 8.7 1.6 0 0 0 0.346 1.7 0.064 26 19 1.5e-05 0.8 NA 913 0.000261 2e-05 1.7e-06 2e-04 0.00015 0.00043 8e-05 0 0.0035 0.015 NA 0.00095999999999999 0.0014 0.0027 0.0023 1e-05 0.00070999999999999 0.0015 NA 1.6 0.00094 0.00035999999999999 0.0019 6e-07 0.00027 2.6e-06 NA NA NA NA NA NA NA
"Brunost" "Dairy" 0.4 466 43 0.094 8e-05 30 0 5e-06 0.00052 0.07 7.9 43 NA NA NA 0.444 0.94 1.409 9.7 19 1.5e-05 0.6 NA 1113 0.000334 0.00032 2.4e-06 0.0014 0.00081 0.0034 0.00027 0 0.0011 NA NA 0.00029 0.00052 0.00099 0.00081 4e-05 0.00032 0.00054 NA NA 0.00039 0.00014 0.00077 NA NA NA NA NA NA NA NA NA NA
"Gouda cheese" "Dairy" 0.7 356 2.2 0.114 4e-05 27 0 2.1e-05 0.00023999999999999 0.029 7.7 2.2 0 0 0 0.546 0.66 0.121 25 18 1.5e-05 0.819 NA 563 0.000165 3e-05 1.5e-06 0.00033 6e-05 0.00034 8e-05 0 0.0039 0.015 NA 0.001 0.0013 0.0026 0.0027 1e-05 0.00071999999999999 0.0014 NA 2.2 0.00093 0.00035 0.0018 5e-07 0.00023999999999999 2.3e-06 NA NA NA NA NA NA NA
"Gruyere cheese" "Dairy" 1.011 413 0.36 0.11 3e-05 32 0 1e-05 0.00017 0.036 10 0.36 0 0 0 0.605 1.7 0.081 30 19 1.5e-05 0.714 NA 948 0.000271 6e-05 1.6e-06 0.00028 0.00011 0.00056 8e-05 0 0.0039 0.015 NA 0.0011 0.0016 0.0031 0.0027 2e-05 0.00082 0.0017 NA 0.36 0.0011 0.00041999999999999 0.0022 6e-07 0.00028 2.7e-06 NA NA NA NA NA NA NA
"Limburger" "Dairy" 0.497 327 0.49 0.09 2e-05 27 0 5.8e-05 0.00013 0.021 8.6 0.49 0 0 0 0.393 0.5 0.128 20 17 1.5e-05 0.8 NA 1155 0.00034 8e-05 1e-06 5e-04 0.00016 0.0012 9e-05 0 0.0021 0.015 NA 0.00058 0.0012 0.0021 0.0017 4e-05 0.00062 0.0011 NA 0.49 0.00074 0.00029 0.0014 5e-07 0.00023 2.3e-06 NA NA NA NA NA NA NA
"Monterey Jack" "Dairy" 0.746 373 0.68 0.089 3e-05 30 0 1.8e-05 0.00071999999999999 0.027 8.8 0.68 0 0 0 0.444 0.9 0.081 24 19 1.5e-05 0.6 NA 769 0.000198 2e-05 8.3e-07 0.00039 9e-05 0.00020999999999999 8e-05 0 0.003 0.015 NA 0.00086 0.0015 0.0023 0.002 1e-05 0.00064 0.0013 NA 0.5 0.00087 0.00032 0.0016 6e-07 0.00026 2.5e-06 NA NA NA NA NA NA NA
"Muenster cheese" "Dairy" 0.717 368 1.1 0.096 3e-05 30 0 1.2e-05 0.00041 0.027 8.7 1.1 0 0 0 0.468 0.66 0.134 23 19 1.5e-05 0.628 NA 1012 0.000298 1e-05 1.5e-06 0.00032 1e-04 0.00019 6e-05 0 0.0028 0.015 NA 0.00083 0.0011 0.0023 0.0021 1e-05 0.00057 0.0012 NA 1.1 0.00089 0.00033 0.0015 6e-07 0.00026 2.5e-06 NA NA NA NA NA NA NA
"Neufchâtel cheese" "Dairy" 0.117 253 3.6 0.074 3e-05 23 0 1.4e-05 0.00013 0.01 5.8 3.6 NA NA NA 0.138 0.97 0.152 9.2 13 3e-06 0.334 NA 841 0.000241 2e-05 3e-07 0.00016 0.00020999999999999 0.00058 4e-05 0 0.00082 NA 0 0.00027 5e-04 0.001 0.00088 1e-05 0.00029 0.00045 0.5 3.2 0.00035999999999999 0.00011 0.00061 NA 4e-04 1.7e-06 0.12 0 0 NA NA NA NA
"Port Salut" "Dairy" 0.65 352 0.57 0.123 2e-05 28 0 1.8e-05 0.00043 0.024 9.3 0.57 0 0 0 0.36 0.73 0.136 24 17 1.5e-05 0.534 NA 1092 0.000315 1e-05 1.5e-06 0.00023999999999999 6e-05 0.00020999999999999 5e-05 0 0.0026 0.015 NA 0.00069 0.0014 0.0025 0.002 1e-05 0.00073 0.0013 NA 0.57 0.00088 0.00034 0.0017 5e-07 0.00023999999999999 2.4e-06 NA NA NA NA NA NA NA
"Provolone" "Dairy" 0.756 351 2.1 0.069 3e-05 27 0 1e-05 0.00052 0.028 7.4 2.1 0 0 0 0.496 0.77 0.138 26 17 1.5e-05 0.876 NA 880 0.000236 2e-05 1.5e-06 0.00032 0.00016 0.00047999999999999 7e-05 0 0.0032 0.015 NA 0.0011 0.0011 0.0023 0.0026 1e-05 0.00069 0.0013 NA 0.56 0.00098 0.00035 0.0016 5e-07 0.00023 2.2e-06 NA NA NA NA NA NA NA
"Ricotta" "Dairy" 0.207 174 3 0.051 2e-05 13 0 1.2e-05 0.00038 0.011 3.6 3 0 0 0 0.158 0.39 0.105 11 8.3 1.5e-05 0.084 NA 445 0.00012 1e-05 3.4e-07 2e-04 1e-04 0.00020999999999999 4e-05 0 0.0012 0.018 NA 0.00046 0.00058999999999999 0.0012 0.0013 1e-05 0.00028 0.00056 NA 0.27 0.00052 0.00013 0.00069 2e-07 0.00011 1.1e-06 NA NA NA NA NA NA NA
"Romano cheese" "Dairy" 1.064 387 3.6 0.104 3e-05 27 0 7e-06 0.00077 0.041 7.8 3.6 0 0 0 0.76 0.59 0.086 32 17 1.5e-05 1.433 NA 415 9.6e-05 4e-05 1.1e-06 0.00037 8e-05 0.00041999999999999 9e-05 0 0.0026 0.015 NA 0.0012 0.0017 0.0031 0.0029 2e-05 0.00085 0.0017 NA 0.73 0.0012 0.00043 0.0022 5e-07 0.00023 2.2e-06 NA NA NA NA NA NA NA
"Roquefort" "Dairy" 0.662 369 2 0.09 3e-05 31 0 4.9e-05 0.00056 0.03 8.5 2 NA NA NA 0.392 1.3 0.091 22 19 1.5e-05 1.809 NA 1047 0.000294 4e-05 6.4e-07 0.00058999999999999 0.00073 0.0017 0.00011999999999999 0 0.0021 NA NA 6e-04 0.0012 0.0021 0.0018 3e-05 0.00056 0.001 NA NA 0.00096999999999999 3e-04 0.0016 NA NA NA NA NA NA NA NA NA NA
